,UNIT,DATEn,TIMEn,Hour,DESCn,ENTRIESn_hourly,EXITSn_hourly,maxpressurei,maxdewpti,mindewpti,minpressurei,meandewpti,meanpressurei,fog,rain,meanwindspdi,mintempi,meantempi,maxtempi,precipi,thunder
8169,R549,2011-05-02,09:12:55,9,REGULAR,414.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8170,R549,2011-05-02,09:15:31,9,REGULAR,0.0,99.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8171,R549,2011-05-02,09:20:58,9,REGULAR,0.0,25.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8172,R549,2011-05-02,09:32:32,9,REGULAR,371.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8173,R549,2011-05-02,09:38:10,9,REGULAR,0.0,122.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8174,R549,2011-05-02,09:39:46,9,REGULAR,363.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8175,R549,2011-05-02,09:42:02,9,REGULAR,0.0,85.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8176,R549,2011-05-02,09:42:44,9,REGULAR,0.0,71.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8177,R549,2011-05-02,09:44:31,9,REGULAR,0.0,88.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8178,R549,2011-05-02,09:47:08,9,REGULAR,255.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8179,R549,2011-05-02,09:48:31,9,REGULAR,284.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8180,R549,2011-05-02,09:48:56,9,REGULAR,311.0,4.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8181,R549,2011-05-02,09:50:02,9,REGULAR,318.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8182,R549,2011-05-02,09:50:25,9,REGULAR,0.0,139.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8183,R549,2011-05-02,09:52:17,9,REGULAR,0.0,86.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8184,R549,2011-05-02,09:54:01,9,REGULAR,448.0,12.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8185,R549,2011-05-02,09:55:19,9,REGULAR,0.0,11.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8186,R549,2011-05-02,09:57:44,9,REGULAR,450.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8187,R549,2011-05-02,09:58:43,9,REGULAR,168.0,17.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8188,R549,2011-05-02,10:00:27,10,REGULAR,0.0,185.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8189,R549,2011-05-02,10:01:13,10,REGULAR,0.0,156.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8190,R549,2011-05-02,10:02:19,10,REGULAR,0.0,958.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8191,R549,2011-05-02,10:02:37,10,REGULAR,300.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8192,R549,2011-05-02,10:04:50,10,REGULAR,47.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8193,R549,2011-05-02,10:05:16,10,REGULAR,319.0,7.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8194,R549,2011-05-02,10:06:37,10,REGULAR,129.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8195,R549,2011-05-02,10:06:40,10,REGULAR,331.0,5.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8196,R549,2011-05-02,10:08:10,10,REGULAR,326.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8197,R549,2011-05-02,10:09:15,10,REGULAR,285.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8198,R549,2011-05-02,10:09:19,10,REGULAR,364.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8199,R549,2011-05-02,10:10:29,10,REGULAR,639.0,6.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8200,R549,2011-05-02,10:13:53,10,REGULAR,569.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8201,R549,2011-05-02,10:16:54,10,REGULAR,464.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8202,R549,2011-05-02,10:17:42,10,REGULAR,446.0,4.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8203,R549,2011-05-02,10:19:45,10,REGULAR,398.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8204,R549,2011-05-02,10:20:24,10,REGULAR,298.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8205,R549,2011-05-02,10:23:38,10,REGULAR,0.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8206,R549,2011-05-02,10:25:07,10,REGULAR,0.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8207,R549,2011-05-02,10:25:41,10,REGULAR,333.0,6.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8208,R549,2011-05-02,10:28:27,10,REGULAR,188.0,103.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8209,R549,2011-05-02,10:28:58,10,REGULAR,0.0,179.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8210,R549,2011-05-02,10:31:04,10,REGULAR,451.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8211,R549,2011-05-02,10:31:32,10,REGULAR,0.0,505.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8212,R549,2011-05-02,10:33:02,10,REGULAR,238.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8213,R549,2011-05-02,10:33:12,10,REGULAR,297.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8214,R549,2011-05-02,10:38:16,10,REGULAR,0.0,448.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8215,R549,2011-05-02,10:41:41,10,REGULAR,0.0,84.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8216,R549,2011-05-02,10:42:57,10,REGULAR,288.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8217,R549,2011-05-02,10:48:35,10,REGULAR,77.0,5.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8218,R549,2011-05-02,10:49:15,10,REGULAR,334.0,8.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8219,R549,2011-05-02,10:49:43,10,REGULAR,673.0,9.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8220,R549,2011-05-02,10:53:33,10,REGULAR,412.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8221,R549,2011-05-02,10:54:57,10,REGULAR,0.0,221.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8222,R549,2011-05-02,11:12:32,11,REGULAR,0.0,213.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8223,R549,2011-05-02,11:23:40,11,REGULAR,196.0,14.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8224,R549,2011-05-02,11:31:23,11,REGULAR,0.0,262.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8225,R549,2011-05-02,11:36:10,11,REGULAR,336.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8226,R549,2011-05-02,11:47:23,11,REGULAR,474.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8227,R549,2011-05-02,11:49:17,11,REGULAR,0.0,101.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8228,R549,2011-05-02,11:51:48,11,REGULAR,684.0,6.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8229,R549,2011-05-02,11:55:49,11,REGULAR,261.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8230,R549,2011-05-02,12:11:08,12,REGULAR,262.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8231,R549,2011-05-02,12:29:37,12,REGULAR,908.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8232,R549,2011-05-02,12:30:11,12,REGULAR,408.0,7.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8233,R549,2011-05-02,13:01:50,13,REGULAR,111.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8234,R549,2011-05-02,13:09:29,13,REGULAR,0.0,113.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8235,R549,2011-05-02,13:10:26,13,REGULAR,190.0,5.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8236,R549,2011-05-02,13:23:17,13,REGULAR,0.0,70.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8237,R549,2011-05-02,13:23:52,13,REGULAR,10.0,4.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8238,R549,2011-05-02,13:24:55,13,REGULAR,27.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8239,R549,2011-05-02,13:27:31,13,REGULAR,0.0,79.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8240,R549,2011-05-02,13:32:58,13,REGULAR,0.0,18.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8241,R549,2011-05-02,13:44:32,13,REGULAR,7.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8242,R549,2011-05-02,13:50:10,13,REGULAR,0.0,74.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8243,R549,2011-05-02,13:51:46,13,REGULAR,104.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8244,R549,2011-05-02,13:54:02,13,REGULAR,0.0,43.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8245,R549,2011-05-02,13:54:44,13,REGULAR,0.0,46.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8246,R549,2011-05-02,13:56:31,13,REGULAR,0.0,62.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8247,R549,2011-05-02,13:59:08,13,REGULAR,31.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8248,R549,2011-05-02,13:59:14,13,REGULAR,0.0,252.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8249,R549,2011-05-02,14:00:31,14,REGULAR,16.0,5.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8250,R549,2011-05-02,14:00:56,14,REGULAR,2.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8251,R549,2011-05-02,14:02:02,14,REGULAR,8.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8252,R549,2011-05-02,14:02:25,14,REGULAR,0.0,41.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8253,R549,2011-05-02,14:04:17,14,REGULAR,0.0,62.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8254,R549,2011-05-02,14:06:01,14,REGULAR,54.0,7.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8255,R549,2011-05-02,14:07:19,14,REGULAR,0.0,17.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8256,R549,2011-05-02,14:09:44,14,REGULAR,6.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8257,R549,2011-05-02,14:10:43,14,REGULAR,27.0,15.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8258,R549,2011-05-02,14:12:27,14,REGULAR,0.0,96.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8259,R549,2011-05-02,14:13:13,14,REGULAR,0.0,81.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8260,R549,2011-05-02,14:13:48,14,REGULAR,141.0,5.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8261,R549,2011-05-02,14:14:19,14,REGULAR,0.0,713.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8262,R549,2011-05-02,14:14:37,14,REGULAR,2.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8263,R549,2011-05-02,14:17:16,14,REGULAR,0.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8264,R549,2011-05-02,14:18:40,14,REGULAR,24.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8265,R549,2011-05-02,14:20:10,14,REGULAR,43.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8266,R549,2011-05-02,14:21:15,14,REGULAR,0.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8267,R549,2011-05-02,14:21:19,14,REGULAR,162.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8268,R549,2011-05-02,14:22:29,14,REGULAR,23.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8269,R549,2011-05-02,14:25:53,14,REGULAR,121.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8270,R549,2011-05-02,14:28:54,14,REGULAR,55.0,9.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8271,R549,2011-05-02,14:29:42,14,REGULAR,98.0,5.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8272,R549,2011-05-02,14:31:45,14,REGULAR,92.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8273,R549,2011-05-02,14:32:24,14,REGULAR,33.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8274,R549,2011-05-02,14:35:38,14,REGULAR,0.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8275,R549,2011-05-02,14:37:41,14,REGULAR,0.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8276,R549,2011-05-02,14:40:27,14,REGULAR,2.0,58.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8277,R549,2011-05-02,14:40:58,14,REGULAR,0.0,116.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8278,R549,2011-05-02,14:43:04,14,REGULAR,112.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8279,R549,2011-05-02,14:43:32,14,REGULAR,0.0,265.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8280,R549,2011-05-02,14:45:02,14,REGULAR,7.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8281,R549,2011-05-02,14:45:12,14,REGULAR,0.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8282,R549,2011-05-02,14:50:16,14,REGULAR,0.0,281.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8283,R549,2011-05-02,14:53:41,14,REGULAR,0.0,42.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8284,R549,2011-05-02,14:54:57,14,REGULAR,23.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8285,R549,2011-05-02,15:01:15,15,REGULAR,0.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8286,R549,2011-05-02,15:01:43,15,REGULAR,12.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8287,R549,2011-05-02,15:05:33,15,REGULAR,68.0,4.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8288,R549,2011-05-02,15:06:57,15,REGULAR,0.0,104.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8289,R549,2011-05-02,15:11:37,15,REGULAR,371.0,4.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8290,R549,2011-05-02,15:21:24,15,REGULAR,238.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8291,R549,2011-05-02,15:35:40,15,REGULAR,92.0,19.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8292,R549,2011-05-02,15:38:32,15,REGULAR,0.0,135.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8293,R549,2011-05-02,15:43:23,15,REGULAR,0.0,189.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8294,R549,2011-05-02,15:48:10,15,REGULAR,108.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8295,R549,2011-05-02,15:59:23,15,REGULAR,175.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8296,R549,2011-05-02,16:01:17,16,REGULAR,0.0,77.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8297,R549,2011-05-02,16:03:48,16,REGULAR,226.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8298,R549,2011-05-02,16:07:49,16,REGULAR,11.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8299,R549,2011-05-02,16:23:08,16,REGULAR,72.0,7.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8300,R549,2011-05-02,16:39:33,16,REGULAR,770.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8301,R549,2011-05-02,16:41:37,16,REGULAR,248.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8302,R549,2011-05-02,16:42:11,16,REGULAR,273.0,7.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8303,R549,2011-05-02,17:13:50,17,REGULAR,77.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8304,R549,2011-05-02,17:21:29,17,REGULAR,0.0,211.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8305,R549,2011-05-02,17:22:26,17,REGULAR,121.0,3.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8306,R549,2011-05-02,17:35:17,17,REGULAR,0.0,161.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8307,R549,2011-05-02,17:35:52,17,REGULAR,10.0,2.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8308,R549,2011-05-02,17:36:55,17,REGULAR,7.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8309,R549,2011-05-02,17:39:31,17,REGULAR,0.0,223.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8310,R549,2011-05-02,17:44:58,17,REGULAR,0.0,316.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8311,R549,2011-05-02,17:56:32,17,REGULAR,0.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8312,R549,2011-05-02,18:02:10,18,REGULAR,0.0,654.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8313,R549,2011-05-02,18:03:46,18,REGULAR,115.0,4.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8314,R549,2011-05-02,18:06:02,18,REGULAR,0.0,226.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8315,R549,2011-05-02,18:06:44,18,REGULAR,0.0,241.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8316,R549,2011-05-02,18:08:31,18,REGULAR,0.0,264.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8317,R549,2011-05-02,18:11:08,18,REGULAR,28.0,1.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8318,R549,2011-05-02,18:11:14,18,REGULAR,0.0,281.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8319,R549,2011-05-02,18:12:31,18,REGULAR,21.0,5.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
8320,R549,2011-05-02,18:12:56,18,REGULAR,0.0,0.0,30.31,50.0,39.0,30.13,45.0,30.22,0.0,0.0,5.0,50.0,57.0,63.0,0.0,0.0
